"Id","Sales"
37668,7416.99
16268,4119.1
35956,7594.25
11132,5979.41
19692,4772.4
5140,5571.27
22260,3207.41
32532,5861.22
11988,7763.6
30820,5284.43
39380,4023.99
10276,3431.27
33388,3823.25
14556,10106.4
40236,3763
25684,7473.11
6852,5218.69
17124,5396.68
34244,3467.13
15412,5190.26
3428,4314.8
20548,4824.77
9420,3498.06
17980,5883.07
21404,4024.24
35100,6400.4
7708,5436.02
8564,5932.17
29108,5230.77
2572,9715.66
29964,5318.25
36812,6862.06
38524,9150.02
27396,4063.35
13700,8701.92
31676,5463.43
12844,7528.41
18836,4945.24
16269,6469
23973,8140.48
4285,5948.87
11989,7991.34
11133,7512.31
861,7447.89
23117,7474.99
1717,8305.29
5997,5792.55
5,7025.24
17125,6473.9
34245,6247.57
22261,5760.27
21405,4217.37
26541,11652.8
9421,4042.01
30821,5939.15
10277,6218.65
35101,7590.83
33389,4525.8
35957,7709.94
5141,5849.82
12845,8718.2
6853,6114.59
36813,7683.4
20549,6038.81
3429,4150.42
32533,6981.56
2573,10982.1
8565,7339.14
24829,8279.45
29109,6513.07
18837,5992.83
25685,8992.67
15413,4292.23
40237,6208.77
38525,12029
7709,6083.28
17981,6160.13
39381,4294.53
27397,4649.84
29965,5542.14
31677,5858.05
19693,5627.24
14557,11584.2
28253,6246.17
13701,9373.87
37669,8452.6
24830,5624.63
34246,5008.27
35102,6073.17
10278,4706.69
20550,4840.69
5142,5330.4
16270,4909.59
22262,4495.98
15414,5132.64
30822,5046.53
11990,6032.3
6,5730.92
11134,5547.18
8566,5808.04
862,5979.65
29966,4527.28
13702,6564
17126,5355.05
26542,7162.36
39382,5719.22
1718,6716.7
17982,4838.18
33390,5239.06
27398,5575.66
29110,5469.92
2574,7724.76
19694,4558.87
40238,5425.15
35958,6025.17
3430,5441.48
28254,4973.77
9422,4450.94
32534,5782.33
36814,5806.75
18838,4911.73
23118,5691.19
4286,4928.97
14558,7274.39
38526,7409.78
12846,6037.82
6854,5073.56
25686,6160.44
21406,5046.65
23974,5677.74
7710,5295.32
37670,6323.69
31678,5232.1
5998,5076.25
5143,6670.33
22263,5661.03
4287,5660.37
26543,9382.3
10279,5581.21
24831,8888.5
27399,4700.6
29111,7115.01
18839,7499.2
23975,7818.98
11135,7077.14
25687,7890.59
19695,6277.61
30823,7637.21
13703,9076.55
15415,4628.28
33391,4309.3
9423,3239.96
29967,6249.49
17983,6491.59
14559,11544.1
35959,7899.75
2575,9842.62
8567,6925.04
32535,7564.4
6855,7179.67
863,8567.75
3431,3787.93
39383,4303.84
23119,7413.47
21407,4888.71
20551,6102.88
40239,5908.03
16271,6819.27
7711,6692.14
37671,8673.91
12847,9133.65
28255,6050.29
31679,7024.64
5999,6688
36815,8870.01
35103,7714.81
17127,7152.35
1719,8602.95
11991,7668.14
34247,5967.35
7,7270.15
38527,10745.2
33392,5200.28
26544,10982.8
15416,5659.4
23120,7978.11
9424,4150.48
10280,5403.83
3432,5272.55
22264,5962.93
35960,8417.96
13704,8933.34
27400,5466.41
24832,9157.56
28256,6358.73
25688,8970.44
4288,5967.55
2576,11537.8
7712,5826.13
6856,6204.03
30824,6145.41
5144,6175.79
11136,7265.81
39384,4721.55
14560,12837.8
21408,5430.56
35104,8017.37
40240,5788.1
31680,6218.8
864,8851.09
20552,5446.35
8568,6000.04
23976,8494.35
29968,5779.73
36816,8913.69
38528,11833
17128,6246.07
34248,6039.59
16272,6768.46
29112,6543.53
8,8072.8
32536,6493.91
12848,8507.82
11992,8054.36
17984,5919.74
6000,5942.83
19696,5752.2
18840,6219.71
37672,9054.35
1720,9805.05
9425,4087.97
23121,5999.87
7713,3495.54
22265,4151.12
23977,6007.84
13705,6210.05
24833,6526.08
5145,3728.22
35105,6431.63
3433,5357.51
30825,3628.8
10281,4108.95
34249,4642.92
28257,5218.42
33393,5102.48
11137,6200.12
15417,5234.78
865,6201.29
35961,5890.24
25689,6745.52
27401,5361.37
4289,4163.84
39385,5638.42
38529,8203.6
20553,3576.31
36817,6259.1
2577,7879.77
29969,4069.54
32537,3900.33
37673,6408.6
19697,3585.02
14561,7446.51
21409,4927.27
12849,5787.96
40241,4948.15
18841,3728.83
31681,3684.14
16273,4700.54
26545,7937.79
29113,4438.54
17985,3802.67
8569,3704.67
11993,5548.95
1721,6971.22
6857,3371.64
6001,3717.2
17129,3790.92
9,5280.85
23122,6009.75
39386,3677.14
35106,5736.32
13706,6429.79
24834,6170.98
36818,5921.22
8570,5080.04
3434,3634.38
4290,3254.65
27402,3598.53
26546,8198.97
19698,4428.45
5146,4664.63
40242,3547.44
2578,7595.95
29970,4368.64
33394,3536.25
30826,4832.1
15418,3526
25690,6629.22
28258,3315.63
38530,7451.73
9426,3057.65
32538,5147.1
6002,4726.35
31682,4708.83
37674,6315.68
35962,6022.3
21410,3603.39
34250,3231.74
22266,3149.38
17130,4957.76
29114,4887.86
866,5693.44
16274,3455.67
7714,4803
14562,9128.14
10282,3273.38
18842,4574.96
17986,4696.29
6858,4785.02
1722,6601.98
11138,5932.82
23978,6105.2
20554,4810.97
10,5672.65
11994,6129.21
12850,5989.96
3435,4009.86
8571,5593.39
33395,4695.15
32539,6100.21
5147,5916.57
30827,5496.1
2579,9128.3
25691,7773.91
19699,5133.03
7715,5447.59
22267,5521.55
35107,7831.67
16275,6918.75
867,6754.13
23123,7463.43
9427,3410.95
28259,5983.76
10283,5065.72
29115,6291.61
4291,5281.92
21411,4472.93
34251,6082.25
11139,6764.78
17131,6594.96
36819,7176.07
26547,9748.19
18843,5596.22
13707,7714.24
39387,4212.6
37675,7560.67
11995,7082.2
6003,5396.66
14563,11963.8
23979,7654.79
40243,5858.66
20555,5251.57
35963,7634.28
29971,5974.59
15419,4661.97
6859,5308.07
38531,10028.1
12851,7027.71
27403,4471.46
17987,6046.51
24835,7739.04
11,6744.21
1723,7548.94
31683,5544.05
8572,7798.92
22268,4891.45
23124,7597.55
33396,4483.35
40244,5262.52
3436,4524.69
7716,6955.3
13708,9124.82
5148,6783.56
28260,5376.99
2580,11296.4
29972,6237.93
9428,3846.95
20556,5962.32
36820,8608.66
35964,8406.43
23980,7809.75
15420,4335.68
6860,7069.76
32540,7595.49
19700,6038.73
39388,4246.75
35108,8230.71
10284,5046.72
29116,7025.28
16276,5095.45
12,7780.02
21412,4403.19
4292,5300.72
11140,8006.84
17132,6800.75
12852,8589.63
26548,10022.6
868,8683.46
30828,6826.4
27404,4642.51
24836,8324.3
31684,6996.44
6004,6991.55
34252,5447.06
14564,10404.2
18844,6373.47
37676,9015.85
38532,11303.7
17988,6352.08
1724,9573.26
11996,8266.65
25692,8378.31
21413,3405.26
24837,8208.26
3437,3860.61
9429,3237.2
23981,7978.69
35109,7446.02
39389,3542.76
4293,4319.39
7717,6143.76
34253,4463.26
15421,4223.61
22269,4047.42
28261,4486.44
26549,10966
13709,7849.17
36821,7389.1
23125,7579.43
16277,4908.56
29117,6418.14
40245,4331.52
14565,10960.6
35965,7500.74
11141,7560.61
17133,7036.15
8573,6522.06
32541,6260.56
5149,5960.76
30829,5872.36
20557,5427.79
37677,7982.01
10285,4278.33
11997,7925.23
25693,8726.05
12853,7797.91
29973,5613.68
2581,10169.8
19701,5795.62
27405,3814.94
6861,6029.79
38533,10493.7
33397,3792.52
13,7348.49
1725,8523.42
869,7585.32
31685,5798.88
17989,6416.43
6005,5990.38
18845,5988.34
5150,7322.43
3438,6439.02
13710,9695.71
39390,5928.59
35110,7864.62
2582,10739.5
23982,9800.53
8574,9463.86
36822,8756.5
23126,8145.58
26550,10788.7
30830,8063.05
14566,10919
29974,8918.17
21414,5755.47
4294,5809.19
11142,7760.61
22270,5982.87
28262,5960.01
32542,9121.2
19702,7605.29
38534,10643.5
24838,9181.48
10286,5229.01
29118,8076.66
1726,9174.95
20558,8007.95
16278,6728.73
40246,6165.09
34254,5436.76
25694,9652.47
15422,7165.12
12854,8894.74
14,8765.1
18846,8178.66
870,8139.81
9430,4618.66
33398,5293.19
6006,8807.67
37678,9335.9
11998,9040.29
6862,8286.1
35966,9217.48
7718,8307.47
17134,7777.45
27406,6083.26
31686,8153.62
17990,9173.36
3439,4813.83
16279,5629.63
23127,6449.05
13711,6000.01
30831,4037.21
22271,4988.37
20559,3814.15
35111,6641.79
34255,5341.75
39391,4402.49
23983,6273.71
28263,5675.04
15423,4096.54
29975,4051.04
5151,4825.76
36823,6137.96
10287,4913.14
26551,7885.04
871,5820.75
11999,5467.77
1727,7326.33
4295,5938.49
35967,6049.62
2583,9027.8
8575,4182.51
11143,6240.47
18847,4255.03
19703,3986.02
38535,9267.97
24839,6605.76
29119,5390.73
27407,4410.16
17991,3908.83
17135,4435.78
40247,5342.97
14567,10397.9
25695,7089.77
33399,4382.73
15,5597.96
12855,5682.49
32543,4468.9
21415,4389.57
6863,3874.35
9431,3490.33
7719,3907.68
6007,4114.37
37679,7209.82
31687,4136.47
29976,3569.62
10288,3167.96
3440,3567.92
8576,4094.87
15424,3918.59
17136,4351.33
872,4780.71
5152,4164.17
35112,5297.49
28264,3492.26
32544,4169.29
17992,3687.66
20560,3748.66
23128,5188.15
29120,4388.96
21416,3613.72
2584,6456.05
22272,3352.27
11144,5202.91
6864,3771.17
26552,6226.83
36824,4961.05
24840,4969.18
27408,3563.05
33400,3657.46
39392,3628.48
40248,3753.6
4296,3155.9
31688,3920.48
35968,4929.8
23984,4968.6
12856,4742.8
9432,2876.67
16,4660.16
38536,6960.46
34256,3437.77
14568,6496.41
7720,3749.49
25696,5258.76
30832,3587.51
37680,5379.81
1728,5708.86
18848,3660.09
6008,3827.24
19704,3634.48
13712,5394.49
12000,4922.18
16280,3571.47
3441,4467.97
15425,4979.01
33401,4517.39
10289,4217.28
22273,4115.96
28265,4536.79
23129,5583.39
9433,3822.35
30833,4125.81
34257,4316.14
8577,4498.59
11145,6007.23
27409,4652.87
19705,3549.61
35113,5901.8
24841,5841.75
36825,6144.23
39393,4851.5
29121,4723.58
14569,8870.62
21417,4393.89
2585,8314.13
4297,4209.81
35969,5834.36
26553,8230.76
23985,5680.13
32545,4458.35
5153,4572.18
29977,4126.16
38537,8620.21
7721,3934.22
13713,6803.91
37681,6335.35
16281,4633.38
20561,3805.96
40249,4996.66
17137,4565.13
31689,3874.49
6865,4059.13
12857,6207.76
25697,6099.1
17,5350.83
1729,6195
18849,4134.39
6009,4227.38
17993,4075.57
12001,5906.14
873,5483.92
22274,6471.52
33402,5073.11
2586,14373.2
23130,10540.3
28266,7489.22
35114,10376.3
35970,9949.29
8578,8589.9
9434,4013.39
10290,6763.38
15426,4552.11
24842,11629.4
29978,7557.29
7722,8292.28
39394,4517.99
14570,18707.9
37682,11021.5
23986,10662.3
4298,6949.41
30834,8606.53
26554,15464.8
3442,4626.77
12858,11323.1
13714,11989.7
29122,9080.61
27410,4948.54
18850,8153.48
40250,7433.85
16282,7786.43
21418,4494.38
34258,7296.67
18,9304.99
11146,9999.82
17138,9413.26
36826,10455.7
874,10556.2
38538,15072.3
25698,11849.7
31690,8183.07
5154,8147.86
20562,7217.61
32546,8925.9
6866,8646.43
17994,8021.86
19706,7033.18
12002,10403.5
1730,11653.9
6010,7866.47
4299,7705.99
24843,11627.8
29123,9760.52
34259,8121.91
3443,8518.64
35115,9927.78
13715,14084.2
8579,10691.1
10291,7897.24
25699,11988.6
35971,10878.1
23131,10072.5
21419,8567.18
36827,10770.9
30835,8927.64
15427,10693.5
7723,9771.94
27411,8918.86
875,10589.6
38539,14594.5
2587,13555.4
16283,9388.03
20563,9408.21
37683,11583.3
22275,7635.18
11147,10306.5
28267,8364.03
32547,10779.6
17139,10921.3
19707,8585.99
9435,7471.7
33403,8522.5
40251,9220.26
14571,16793.7
31691,9458.11
17995,8798
12003,12290.7
23987,11707.5
12859,12620.4
5155,8861.17
6011,9126.81
26555,13874.1
18851,9098.32
1731,11654.4
39395,9216.08
29979,8999.71
19,10209.5
6867,9438.65
34260,6712.32
3444,6590.05
40252,6464.35
23132,9452
9436,5529.39
5156,6773.58
14572,19848.8
22276,5983.33
11148,8591.54
19708,6776.71
33404,6797.12
10292,6383.71
13716,12246.9
2588,13423.9
25700,11767.9
37684,11737.3
8580,7723.73
31692,7912.57
15428,7377.24
35116,9580.93
36828,10845.4
32548,7714.59
18852,6982.93
38540,15333.5
7724,7582.21
29980,6630.55
21420,6952.62
20564,6799.92
1732,11808.9
4300,6177.89
20,9783.82
35972,10132.7
28268,6750.16
17140,8036.11
24844,10547.9
16284,7066.72
27412,7572.5
17996,7042.05
26556,14306
6868,7279.63
12860,10893.7
30836,7197.27
876,10450.5
39396,6526.32
29124,7279.05
6012,6869.72
23988,10574.3
12004,10009.2
2589,12987.1
9437,5409.64
33405,5750.01
14573,13066.1
5157,6539.93
3445,6094.05
35117,7886.8
23133,8008.9
4301,7348.61
8581,7203.47
34261,7200.84
21421,6115.73
28269,7371.63
15429,6673.63
30837,6555.3
20565,6187.11
7725,6773.07
39397,5787.08
10293,7263.56
36829,8260.85
29125,6923.64
16285,7781.83
877,8257.08
31693,6210.24
22277,7024.55
17141,7386.14
35973,7855.76
26557,13587.6
38541,13423.4
18853,6395.82
13717,10330.5
24845,8915.16
40253,7534.54
6013,6399.06
1733,9544.58
11149,8083.17
25701,9693.31
32549,6844.34
23989,8221.01
17997,6413.79
19709,5984.25
29981,6248.83
27413,6092.68
12005,8527.94
6869,6675.17
12861,9404.58
21,7698.41
37685,8986.13
21422,2993.45
34262,3978.25
9438,3075.89
40254,3561.19
16286,3495.94
4302,3202.9
2590,5485.73
7726,3749.84
30838,3228.32
15430,4096.58
23134,3647.02
31694,3965.35
20566,2788.31
39398,3241.38
14574,5846.2
3446,3571.51
5158,3018.77
1734,5392.95
17142,3588.79
29982,3365.6
35118,3991.25
18854,3273.25
13718,5811.69
38542,6474.68
28270,3471.82
10294,3221.16
29126,3147.85
878,4055.07
26558,5859.94
32550,3854.38
22278,3147.9
8582,3585.44
17998,3714.75
24846,4325.58
33406,3263.85
6014,3659.4
23990,4971.56
35974,5219.56
6870,3295.37
37686,5676.16
12006,4884.58
22,4369.47
19710,3155.21
25702,5425.49
27414,3542.5
11150,3536.98
12862,4422.71
36830,4800.25
2591,7541.35
28271,5629.15
14575,8221.62
40255,5607.11
17143,5691.67
21423,3768.26
3447,3695.53
22279,5489.99
12007,6293.26
1735,6188.46
29983,5090.65
24847,6232.61
23991,6062.32
35975,6224.51
6015,4849.08
20567,4441.91
5159,5348.79
35119,6740.1
37687,6362.72
38543,8035.66
879,5876.06
6871,4831.54
16287,6075.42
27415,3917.15
15431,4098.94
26559,7654.81
12863,6675.41
29127,5817.81
13719,6973.57
33407,3832.47
39399,3595.1
17999,4963.71
23135,6342.86
34263,5750.3
25703,6395.48
30839,5113
8583,5164.12
36831,6143.49
32551,5185.92
31695,4830.65
10295,5257.57
18855,4962.18
9439,3184.09
4303,5365.39
19711,4376.78
23,5593.06
11151,6246.45
7727,4842.16
15432,2624.66
28272,2698.44
20568,3228.01
3448,2669.31
1736,5263.16
17144,3540.4
27416,2913.04
33408,2863.94
22280,2364.38
40256,2868.39
12864,4971.83
13720,5595.99
9440,2165.91
11152,4724.57
8584,4038.46
29128,3799.36
2592,5643.71
880,4578.87
38544,6226.48
6872,3592.7
35976,4793.79
34264,2655.25
39400,3091.41
10296,2289.53
23136,4524.75
7728,3555.45
25704,4925.15
23992,4442.75
14576,5945.3
4304,2277.34
5160,3439.7
30840,3639.23
18000,3152.9
37688,5357.57
21424,2616.19
35120,5015.61
24,4148.28
36832,5148.28
24848,4875.37
31696,3576.04
16288,2342.91
12008,4583.28
26560,5692.09
19712,3138.54
18856,3280.96
29984,3262.59
6016,3402.64
32552,3970.33
20569,7065.48
29129,7465.28
881,7932
28273,8202.49
10297,7966.57
27417,7004.74
39401,6847.59
23137,8426.71
21425,7061.07
22281,7901.89
2593,10670.2
8585,8022.6
23993,8585.28
33409,6861.24
5161,6891.09
19713,6569.71
24849,8920.51
9441,6175.18
35121,7992.31
13721,10004.3
40257,8026.99
29985,6409.07
14577,12557.8
34265,8204.59
16289,8667.35
15433,7674
35977,8004.98
26561,11675.2
30841,6887.16
36833,8166.89
17145,7957.62
7729,6949.59
4305,7773
25705,9537.91
1737,8791.05
31697,6648.33
11153,8048.7
25,7414.72
18857,7127.86
38545,10261
3449,6483.21
6017,6444
18001,7042.26
6873,6795.22
37689,8710.83
32553,7597.99
12009,8591.02
12865,9452.84
28274,8686.15
27418,7360.4
33410,7279.76
2594,16794.5
1738,13143.2
16290,8234.97
7730,9080.97
8586,9165.63
4306,8218.12
9442,5212.74
35122,11731.4
29130,9609.77
23138,11341.3
10298,8133.26
21426,6793.64
34266,8661.02
36834,11278.2
31698,8435.7
18002,8072.4
13722,13427.3
14578,20128.5
26,10935.5
24850,11927.4
3450,6104.97
15434,6403.7
39402,6850.15
882,11531.9
29986,8864.18
22282,7834.71
25706,13318.5
6874,9062.38
5162,8747.92
23994,11753.6
30842,8641.23
6018,8773.17
12866,12582.9
17146,9438.97
38546,18482.4
11154,11192.5
12010,12052.7
26562,17073.3
40258,8517.07
18858,7933.02
32554,9391.27
35978,11367.5
19714,7364.46
20570,7411.09
37690,13037.4
8587,10039.4
27419,6360.11
22283,9969.76
35123,9798.67
40259,9809.45
34267,9604.57
7731,8610.9
2595,11555.7
39403,5904.87
19715,8290.27
4307,9533.73
15435,6255.49
14579,11541.4
21427,6141.82
23139,9690
33411,5800.68
11155,9699.37
17147,8972.02
1739,10376
10299,9395.89
38547,12227.8
20571,8464.86
35979,9518.39
31699,8938.63
29987,8378.75
23995,10069.5
13723,10229
30843,8957.33
9443,5163.1
28275,10301.6
29131,9878.55
6019,8460.48
883,9757.95
3451,6320.93
16291,10564
32555,9648.7
6875,8839.29
25707,10844.9
26563,11736.7
18859,8807.26
36835,10058.7
5163,8788.63
12011,9583.92
12867,9908.33
18003,8611.14
37691,10117.9
27,9123.2
24851,10594.6
27420,6974.29
34268,6104.05
9444,6050.87
23140,6029.09
7732,4466.18
14580,10506.1
33412,6720.86
21428,6800.09
8588,4879.28
28276,6321.01
40260,6517.51
3452,6894.55
13724,7898.49
2596,9695.3
19716,3972.04
35124,5893.89
12012,6240.47
4308,5925.48
1740,7269.87
20572,4518.35
5164,4669.78
15436,8090.32
26564,9926.89
32556,4835.87
17148,5327.23
884,6137.86
29132,4970.91
36836,6470.93
29988,4271.34
35980,5883.68
22284,5900.94
23996,6145.23
11156,6141.97
38548,9629.28
39404,7135.68
6876,4481.33
28,5578.61
6020,4230.04
37692,6979.12
10300,6101.66
16292,6995.34
12868,7175.44
18860,4392.34
30844,4340.03
24852,6514.9
25708,7214.3
18004,4350.43
31700,4220.52
2597,7515.5
21429,2773.05
13725,6670.03
20573,3517.66
40261,3718.24
35125,5142.12
33413,3178.44
9445,2516.28
10301,2765.45
8589,4348.31
34269,2999.95
27421,3244.58
3453,2735.98
22285,2589.61
28277,2958.78
23141,4852.05
1741,5977.64
7733,4001.12
24853,5599.7
36837,6082.96
15437,2881.56
885,5411.9
14581,8992.14
4309,2437
29133,3881.4
11157,4847.27
5165,3421.04
30845,4232.96
26565,7759.04
19717,3223.56
38549,8405.32
39405,3854.27
17149,4227.05
6021,3699.94
12013,5618.48
23997,5244.65
35981,5638.44
16293,2867.83
12869,6070.7
18861,3729.75
25709,5953.8
6877,4091.01
32557,4425.43
31701,4074.91
37693,6392.92
29989,3660.56
29,4822.38
18005,3624.15
14582,4781.17
7734,3857.59
5166,3730.17
40262,4457.27
27422,5232.8
35126,4582.92
28278,4784.89
10302,4352.76
3454,5237.1
1742,5001.37
39406,4909.95
19718,3485.78
23142,4489.56
15438,4599.29
29134,3805.77
21430,5043.84
2598,4788.76
33414,5223.12
22286,4433.12
8590,3510.17
34270,4990.65
26566,5146.86
38550,5280.26
13726,4621.28
30846,3477.59
24854,4683.13
9446,4129.61
12014,4413.18
20574,3338.13
4310,4401.96
29990,3614.76
31702,4231.38
23998,5017.7
11158,3716.97
6878,3607.18
35982,5006.6
30,4303.77
886,4061.45
17150,3928.07
36838,4834.88
32558,3880.12
16294,4329.72
12870,4066.99
25710,5059.75
18862,3563.16
18006,3554.33
6022,3801.81
37694,5222.78
33415,5743.85
14583,8809.42
40263,6024.32
21431,5590.26
23143,6247.59
7735,5213.24
15439,5303.8
39407,5587.81
4311,5756.59
9447,4495.52
10303,5767.57
887,5922.86
22287,6006.33
29991,6074.1
3455,5205
2599,8573.48
26567,8827.58
38551,8864.03
24855,6603.8
13727,5623.23
29135,6871.62
20575,5397.1
36839,6503.15
28279,6604.67
23999,6447.72
8591,5611.06
34271,6209.55
17151,6025.05
32559,6177.16
31,5930.16
5167,5762.75
25711,6798.87
1743,6643.78
27423,5696.12
11159,6394.17
19719,4954.22
6879,5332.05
31703,5589.07
37695,6637.19
16295,6268.1
35983,6398.92
12871,5850.71
35127,6569.1
18007,5300.95
18863,5277.24
12015,6066.09
30847,5666.18
6023,5346.91
13728,12229.8
21432,7360.9
5168,8107.73
27424,7345.59
23144,10836.8
14584,17471.4
22288,7684.71
3456,6856.91
24856,12824.1
8592,8962.73
19720,7865.22
39408,6704.9
888,11638.5
38552,14471.7
10304,7393.04
1744,11931.9
7736,8719.84
29136,9123.14
11160,9996.72
34272,8052.54
28280,8192.24
2600,14390.3
15440,6914.45
35984,10736.4
17152,9605.56
40264,7676.36
33416,7294.23
35128,10136.7
29992,8103.14
24000,11823.1
4312,7495.95
16296,8281.91
25712,12247
30848,9246.11
37696,11797.9
26568,15222.9
32,10215.2
20576,7977.69
36840,11715.3
9448,6004.33
31704,8584.85
6024,8192.1
12872,12108.8
12016,11012.4
32560,9199.97
6880,9115.69
18864,8950.08
18008,8589.34
33417,4109.07
3457,3968.13
17153,5597.57
22289,3762.85
13729,7526.43
15441,4206.8
35129,6837.68
38553,9081.83
1745,7843.72
23145,7031.53
40265,4514.71
20577,4882.64
8593,5862.21
21433,4022.64
26569,9350.42
19721,4564.9
5169,5166.01
30849,5018.01
7737,5598.13
39409,4674.44
10305,3981.21
889,6407.97
12017,7154.4
4313,3811.83
2601,9389.26
25713,7789.02
28281,3937.57
12873,7188.77
32561,5844.59
33,6524.26
18865,4883.67
24857,7097.51
9449,3534.57
27425,4159.61
29137,5240.31
34273,4079.54
29993,4754.8
14585,10673.1
6025,5041.94
16297,4204.69
18009,4801.23
11161,7212.12
35985,6762.91
6881,5280.13
24001,6919.34
36841,6904.28
31705,5126.29
37697,7738.11
20578,3883.87
22290,5291.46
23146,5130.45
10306,5631.81
19722,3321.08
38554,7576.72
28282,5451.88
40266,5794.39
29138,5030.25
2602,7091.21
18866,3677.49
7738,3999.78
5170,4551.45
30850,3861.41
1746,5124.07
29994,4272.53
39410,5593.98
27426,5896.54
14586,7536.5
34274,5748.36
36842,5404.36
21434,5438.53
34,5195.04
35986,5534.2
3458,6157.28
26570,6926.78
24858,5045.46
890,4855.63
8594,4545.61
9450,4693.42
6026,4246.73
4314,5889.02
37698,5548.82
18010,4023.41
32562,4555.46
11162,5984.09
35130,5653.39
33418,5362.18
13730,5555.15
12018,5920.99
25714,5264.35
16298,6120.67
31706,3559.79
24002,5361.91
6882,3891.47
17154,4548.25
15442,6363.25
12874,5572.46
29995,3706.61
27427,4924.63
26571,7875.96
23147,5648.08
13731,5887.62
29139,4377.93
1747,5999.12
10307,4344.41
17155,4575.8
30851,3882.12
22291,4372.07
2603,7646.81
28283,4678.03
12019,5431.28
35987,5447.22
32563,4309.15
5171,4245.03
3459,4764.96
33419,5262.19
9451,3923.18
891,5213.94
34275,4684.71
6883,3980.05
40267,4958.55
14587,9297.01
19723,3577.37
36843,5468.33
24003,5596.97
11163,5457.75
35131,5664.98
38555,7922.83
15443,5182.8
7739,3909.65
21435,5016.88
8595,4235.59
18867,3845.87
12875,5464.4
16299,5299.04
35,5203.94
25715,5955.06
20579,3815.14
24859,5618.54
39411,4948.5
6027,3989.89
4315,4700.62
31707,3827.87
18011,3884.36
37699,5826.69
29996,6206.57
38556,9736.76
10308,5407.78
892,8863.18
39412,4069.8
24860,8765.24
27428,4971.2
8596,6913.21
2604,9835.85
28284,5985.24
3460,4835.27
35132,7496.08
35988,7727.73
15444,5229.42
17156,7248.16
11164,7278.22
33420,5146
40268,5325.76
22292,5584.4
23148,7478.14
24004,8135.54
16300,6306
26572,9851.81
18868,6656.09
19724,5833.47
9452,4108.46
13732,9001.25
34276,5839.91
29140,6546.85
21436,4922.63
20580,6006.42
32564,7053.34
12876,8749.32
25716,8582.45
6884,6979.47
31708,6634.16
30852,6857.99
5172,6643.84
7740,6758.07
37700,8232.7
14588,11666.9
36844,8144.28
6028,6623.32
18012,6958.3
12020,8133.69
36,7826.88
4316,5863.72
1748,9028.47
33421,3092.04
7741,3182.17
22293,2438.48
27429,3341.25
11165,3646.7
8597,3593.16
893,3802.89
3461,3210.11
35133,3668.5
9453,2775.02
2605,4885.77
10309,2370.71
14589,4870.96
24005,3651.33
16301,2653.31
26573,4638.92
32565,3328.11
23149,3645.76
13733,4312.12
39413,3064.69
24861,3668.86
29141,3113.52
20581,2980.34
40269,2526.36
34277,2401.8
4317,2400.77
25717,3921.96
12877,4019.36
6885,3139.37
28285,2491.99
5173,3175.14
38557,4553.7
15445,3517.76
17157,3356.48
30853,2989.58
12021,3793.94
1749,4150.76
